officialSet,officialCardNumber,name,type,status,risk,ruleId,reason,officialUrl,officialImageUrl,imageStatus,imageAudit,text
"BP01","BP01-074/100","来てくれてありがとう","memoria","完全対応","low","play_draw_2","プレイ時2ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-074","https://assets.xross-stars.com/card/BP01/BP01-074_a5cd9bf73cf8b665f1a7b06b84608843.png","ready","ready","【プレイ時】カードを2枚引く。"
"BP01","BP01-076/100","優勝請負人","memoria","完全対応","low","attack_buff_flat","次アタック強化の汎用加算ロジックで対応 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-076","https://assets.xross-stars.com/card/BP01/BP01-076_f1164e56c22467b318d45342d0bd303f.png","ready","ready","【アタック強化】次のアタックのダメージ+60。"
"BP01","BP01-079/100","小さなビデオレター","memoria","完全対応","low","manual_card_override","個別実装済みカードとして監査レポートへ反映 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-079","https://assets.xross-stars.com/card/BP01/BP01-079_5d18c232600b5d7b8afc2f86c593843e.png","ready","ready","【アタック強化】次のアタックのダメージ+50。 / 【アタック後】対戦相手の他のリーダー1体に10ダメージ。"
"BP01","BP01-080/100","勝利へのジャンプ","memoria","完全対応","low","play_all_damage_50","プレイ時の全体50ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-080","https://assets.xross-stars.com/card/BP01/BP01-080_e39c2da2aaaf67bc6d6c1a64d22bd5db.png","ready","ready","【プレイ時】対戦相手のリーダーすべてに50ダメージ。"
"BP01","BP01-081/100","喧嘩上等","memoria","完全対応","low","attack_buff_flat","次アタック強化の汎用加算ロジックで対応 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-081","https://assets.xross-stars.com/card/BP01/BP01-081_11d935dd884b268a71eb7958b321b057.png","ready","ready","【アタック強化】次のアタックのダメージ+50。"
"BP01","BP01-083/100","バトンを繋いで","memoria","完全対応","low","attack_buff_flat","次アタック強化の汎用加算ロジックで対応 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-083","https://assets.xross-stars.com/card/BP01/BP01-083_2de88b778c39b797645bd7901e149680.png","ready","ready","【アタック強化】次のアタックのダメージ+60。"
"BP01","BP01-084/100","引っ張り合い","memoria","完全対応","low","manual_card_override","個別実装済みカードとして監査レポートへ反映 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-084","https://assets.xross-stars.com/card/BP01/BP01-084_cd130abb652b82417e17847a114fc142.png","ready","ready","プレイエリアに別の「引っ張り合い」が1枚あるなら、コストを支払わずにこのカードをプレイしてもよい。（2枚以上あるときはコストを支払う。） / 【アタック強化】次のアタックのダメージ+40。"
"BP01","BP01-085/100","風紀チェック","memoria","完全対応","low","manual_card_override","個別実装済みカードとして監査レポートへ反映 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-085","https://assets.xross-stars.com/card/BP01/BP01-085_d68c84b24513fe95a574191751a2184c.png","ready","ready","【アタック強化】次のアタックのダメージ+50。 / 【アタック後】対戦相手の他のリーダー1体に10ダメージ。"
"BP01","BP01-086/100","なずNEWS","memoria","完全対応","low","play_draw_2","プレイ時2ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-086","https://assets.xross-stars.com/card/BP01/BP01-086_57b7b8f3051aba4d3ffce96454e1f8c3.png","ready","ready","【プレイ時】カードを2枚引く。"
"BP01","BP01-087/100","丸太椅子最","memoria","完全対応","low","play_direct_damage_20","プレイ時の単体20ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-087","https://assets.xross-stars.com/card/BP01/BP01-087_f20fb133be730cc8378e312003b18be9.png","ready","ready","【プレイ時】対戦相手のリーダー1体に20ダメージ。"
"BP01","BP01-088/100","モラルからのハミダシ","memoria","完全対応","low","play_draw_both+attack_buff_flat","両プレイヤー1ドローを実装済み / 次アタック強化の汎用加算ロジックで対応 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-088","https://assets.xross-stars.com/card/BP01/BP01-088_938cb3f05e285d5c3eb0d421402de1a2.png","ready","ready","【プレイ時】すべてのプレイヤーはカードを1枚引く。 / 【アタック強化】次のアタックのダメージ+50。"
"BP01","BP01-089/100","アドレナリン","tactics","完全対応","low","play_draw_1+attack_buff_flat","プレイ時1ドローを実装済み / 次アタック強化の汎用加算ロジックで対応 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-089","https://assets.xross-stars.com/card/BP01/BP01-089_06935fd81832c12fea5c480f6e6a0a2b.png","ready","ready","【プレイ時】カードを1枚引く。 / 【アタック強化】次のアタックのダメージ+40。"
"BP01","BP01-090/100","エナジーチャージャー","tactics","完全対応","low","play_pp1_draw1","PP回復+ドローの複合処理を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-090","https://assets.xross-stars.com/card/BP01/BP01-090_f0693b0e3375896fa9ed1c27ea5a1992.png","ready","ready","【プレイ時】PPを1回復し、カードを1枚引く。"
"BP01","BP01-091/100","救急キット","tactics","完全対応","low","play_heal_total_80","合計80回復を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-091","https://assets.xross-stars.com/card/BP01/BP01-091_763fbc5aa6cdb3f8ae83c9121ba863a5.png","ready","ready","【プレイ時】自分のリーダーを合計80回復する。（複数のリーダーを選んでもよい。）"
"BP01","BP01-092/100","ストラテジックレーダー","tactics","完全対応","low","play_draw_2","プレイ時2ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-092","https://assets.xross-stars.com/card/BP01/BP01-092_5d5808e35e37829ad75351bf4078ee71.png","ready","ready","【プレイ時】カードを2枚引く。"
"BP01","BP01-093/100","ジャミングパルス","tactics","完全対応","low","play_opp_discard_2","相手2ディスカードを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-093","https://assets.xross-stars.com/card/BP01/BP01-093_1d95fe93db6e2bfd74031acf27617bf4.png","ready","ready","【プレイ時】対戦相手は手札を2枚捨てる。"
"BP01","BP01-095/100","ライトシールド","tactics","完全対応","low","equip_hp_30","装備による体力+30を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-095","https://assets.xross-stars.com/card/BP01/BP01-095_abefbdf4e4e662413e26be5adcd57e2f.png","ready","ready","体力+30"
"BP01","BP01-096/100","ボディアーマー","tactics","完全対応","low","equip_hp_40","装備による体力+40を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-096","https://assets.xross-stars.com/card/BP01/BP01-096_5a8a0f284d62cf63d71b372866fa72c3.png","ready","ready","体力+40"
"BP01","BP01-098/100","PPカード","pp","完全対応","low","manual_card_override","個別実装済みカードとして監査レポートへ反映 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-098","https://assets.xross-stars.com/card/BP01/BP01-098_d48ac8ae4ebe25e136d53a8a393e3765.png","ready","ready",""
"BP01","BP01-099/100","PPカード","pp","完全対応","low","manual_card_override","個別実装済みカードとして監査レポートへ反映 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-099","https://assets.xross-stars.com/card/BP01/BP01-099_39bfbef9169699a2d3bdb89391016f51.png","ready","ready",""
"BP01","BP01-100/100","PPカード","pp","完全対応","low","manual_card_override","個別実装済みカードとして監査レポートへ反映 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-100","https://assets.xross-stars.com/card/BP01/BP01-100_f34e361d728ca55710b53115e6b854c5.png","ready","ready",""
"BP01","BP01-101/100","うるか","leader","完全対応","low","leader_exact","覚醒時全体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-101","https://assets.xross-stars.com/card/BP01/BP01-101_10d30d275d659614fff17a45273797ee.png","ready","ready","【覚醒時】対戦相手のリーダーすべてに10ダメージ。"
"BP01","BP01-102/100","小森めと","leader","完全対応","low","leader_exact","覚醒時単体20ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-102","https://assets.xross-stars.com/card/BP01/BP01-102_83434c050e07eb91ffcf6adb097e8d9a.png","ready","ready","【覚醒時】対戦相手のリーダー1体に20ダメージ。"
"BP01","BP01-103/100","Selly","leader","完全対応","low","leader_exact","覚醒時単体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-103","https://assets.xross-stars.com/card/BP01/BP01-103_3d089f955ac3b508036fe60c66c279e0.png","ready","ready","【覚醒時】対戦相手のリーダー1体に10ダメージ。"
"BP01","BP01-104/100","橘ひなの","leader","完全対応","low","leader_exact","覚醒時2ドロー2ディスカードを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-104","https://assets.xross-stars.com/card/BP01/BP01-104_e0f98b82173e4698316bab68a42d3622.png","ready","ready","【覚醒時】カードを2枚引き、手札を2枚捨てる。"
"BP01","BP01-105/100","ふらんしすこ","leader","完全対応","low","leader_exact","覚醒時1ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-105","https://assets.xross-stars.com/card/BP01/BP01-105_68cea5246da8e90dd8909abc836ec808.png","ready","ready","【覚醒時】カードを1枚引く。"
"BP01","BP01-106/100","Mondo","leader","完全対応","low","leader_exact","覚醒時20回復を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-106","https://assets.xross-stars.com/card/BP01/BP01-106_3821ddb57906998cb4b2f34195f76ab4.png","ready","ready","【覚醒時】自分のリーダー1体を20回復する。"
"BP01","BP01-107/100","小森めと","leader","完全対応","low","leader_exact","覚醒時単体20ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-107","https://assets.xross-stars.com/card/BP01/BP01-107_f3fc24b833256d6746f0f7e43a6b68ee.png","ready","ready","【覚醒時】対戦相手のリーダー1体に20ダメージ。"
"BP01","BP01-108/100","橘ひなの","leader","完全対応","low","leader_exact","覚醒時2ドロー2ディスカードを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-108","https://assets.xross-stars.com/card/BP01/BP01-108_ae02be88d86dd51e26c7f86d14498161.png","ready","ready","【覚醒時】カードを2枚引き、手札を2枚捨てる。"
"BP01","BP01-109/100","一ノ瀬うるは","leader","完全対応","low","leader_exact","覚醒時1ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-109","https://assets.xross-stars.com/card/BP01/BP01-109_24db16e53d27ec8a95d9212cec946842.png","ready","ready","【覚醒時】カードを1枚引く。"
"BP01","BP01-110/100","Kamito","leader","完全対応","low","leader_exact","覚醒時1ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-110","https://assets.xross-stars.com/card/BP01/BP01-110_8c4272a9e79411b0ecaea76997ed9bbc.png","ready","ready","【覚醒時】カードを1枚引く。"
"BP01","BP01-111/100","小雀とと","leader","完全対応","low","leader_exact","覚醒時単体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-111","https://assets.xross-stars.com/card/BP01/BP01-111_963d20841baec6d9edec8482905881c6.png","ready","ready","【覚醒時】対戦相手のリーダー1体に10ダメージ。"
"BP01","BP01-112/100","渋谷ハル","leader","完全対応","low","leader_exact","覚醒時全体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-112","https://assets.xross-stars.com/card/BP01/BP01-112_2527406b0d092f3ca16a078ea9686768.png","ready","ready","【覚醒時】対戦相手のリーダーすべてに10ダメージ。"
"BP01","BP01-113/100","白雪レイド","leader","完全対応","low","leader_exact","覚醒時2ドロー2ディスカードを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-113","https://assets.xross-stars.com/card/BP01/BP01-113_e5e0b8eb8fa49f3fab178181e06518d5.png","ready","ready","【覚醒時】カードを2枚引き、手札を2枚捨てる。"
"BP01","BP01-114/100","英リサ","leader","完全対応","low","leader_exact","覚醒時20回復を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-114","https://assets.xross-stars.com/card/BP01/BP01-114_f433b25bdb00c59db10722a7fa1e243e.png","ready","ready","【覚醒時】自分のリーダー1体を20回復する。"
"BP01","BP01-115/100","一ノ瀬うるは","leader","完全対応","low","leader_exact","覚醒時1ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-115","https://assets.xross-stars.com/card/BP01/BP01-115_981a1fe65402107cbd5ea5e05b8777b3.png","ready","ready","【覚醒時】カードを1枚引く。"
"BP01","BP01-116/100","渋谷ハル","leader","完全対応","low","leader_exact","覚醒時全体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-116","https://assets.xross-stars.com/card/BP01/BP01-116_94c6b56eba47a6e75dad0663d3f021eb.png","ready","ready","【覚醒時】対戦相手のリーダーすべてに10ダメージ。"
"BP01","BP01-117/100","胡桃のあ","leader","完全対応","low","leader_exact","覚醒時20回復を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-117","https://assets.xross-stars.com/card/BP01/BP01-117_b6a058ce74a3e6afd71d2f1bbad40ffc.png","ready","ready","【覚醒時】自分のリーダー1体を20回復する。"
"BP01","BP01-118/100","ごっちゃん@マイキー","leader","完全対応","low","leader_exact","覚醒時2ドロー2ディスカードを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-118","https://assets.xross-stars.com/card/BP01/BP01-118_04a62cce6288481c62a6b8eed779f5aa.png","ready","ready","【覚醒時】カードを2枚引き、手札を2枚捨てる。"
"BP01","BP01-119/100","Cpt","leader","完全対応","low","leader_exact","覚醒時1ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-119","https://assets.xross-stars.com/card/BP01/BP01-119_cbb920a194a2a91d618232f38b3a234e.png","ready","ready","【覚醒時】カードを1枚引く。"
"BP01","BP01-120/100","兎咲ミミ","leader","完全対応","low","leader_exact","覚醒時単体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-120","https://assets.xross-stars.com/card/BP01/BP01-120_19657d974578e8a19edd1bc764bd96fa.png","ready","ready","【覚醒時】対戦相手のリーダー1体に10ダメージ。"
"BP01","BP01-121/100","VanilLa","leader","完全対応","low","leader_exact","覚醒時1ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-121","https://assets.xross-stars.com/card/BP01/BP01-121_d431e094278c8e450f82aba577e6cc2b.png","ready","ready","【覚醒時】カードを1枚引く。"
"BP01","BP01-122/100","Ras","leader","完全対応","low","leader_exact","覚醒時全体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-122","https://assets.xross-stars.com/card/BP01/BP01-122_db2ad8178c42bd782994e850c64507ab.png","ready","ready","【覚醒時】対戦相手のリーダーすべてに10ダメージ。"
"BP01","BP01-123/100","胡桃のあ","leader","完全対応","low","leader_exact","覚醒時20回復を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-123","https://assets.xross-stars.com/card/BP01/BP01-123_07d39efd5cb603b9a8262d987769d8de.png","ready","ready","【覚醒時】自分のリーダー1体を20回復する。"
"BP01","BP01-124/100","Ras","leader","完全対応","low","leader_exact","覚醒時全体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-124","https://assets.xross-stars.com/card/BP01/BP01-124_b65bc69b116401024aaca9f8b7162ea5.png","ready","ready","【覚醒時】対戦相手のリーダーすべてに10ダメージ。"
"BP01","BP01-125/100","空澄セナ","leader","完全対応","low","leader_exact","覚醒時2ドロー2ディスカードを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-125","https://assets.xross-stars.com/card/BP01/BP01-125_fec5288575b0e45babd37cf0f735c30f.png","ready","ready","【覚醒時】カードを2枚引き、手札を2枚捨てる。"
"BP01","BP01-126/100","ありさか","leader","完全対応","low","leader_exact","覚醒時1ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-126","https://assets.xross-stars.com/card/BP01/BP01-126_b5984804e41aab47c931058ff71b2da8.png","ready","ready","【覚醒時】カードを1枚引く。"
"BP01","BP01-127/100","花芽すみれ","leader","完全対応","low","leader_exact","覚醒時全体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-127","https://assets.xross-stars.com/card/BP01/BP01-127_bff761a9fb9399f404d95343b104d14e.png","ready","ready","【覚醒時】対戦相手のリーダーすべてに10ダメージ。"
"BP01","BP01-128/100","花芽なずな","leader","完全対応","low","leader_exact","覚醒時20回復を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-128","https://assets.xross-stars.com/card/BP01/BP01-128_526519c152608b7d61a470b7947f9414.png","ready","ready","【覚醒時】自分のリーダー1体を20回復する。"
"BP01","BP01-129/100","だるまいずごっど","leader","完全対応","low","leader_exact","覚醒時単体20ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-129","https://assets.xross-stars.com/card/BP01/BP01-129_d83f2f5cbb10509b0bfc1a9491a25668.png","ready","ready","【覚醒時】対戦相手のリーダー1体に20ダメージ。"
"BP01","BP01-130/100","nqrse","leader","完全対応","low","leader_exact","覚醒時単体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-130","https://assets.xross-stars.com/card/BP01/BP01-130_de905c2f6bffc5d85c9bac2e8dfd5609.png","ready","ready","【覚醒時】対戦相手のリーダー1体に10ダメージ。"
"BP01","BP01-131/100","ありさか","leader","完全対応","low","leader_exact","覚醒時1ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-131","https://assets.xross-stars.com/card/BP01/BP01-131_8cd2e1d47402a2d434e87d9a0ffa4a10.png","ready","ready","【覚醒時】カードを1枚引く。"
"BP01","BP01-132/100","だるまいずごっど","leader","完全対応","low","leader_exact","覚醒時単体20ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-132","https://assets.xross-stars.com/card/BP01/BP01-132_5c5fc61139c6ae71f010555cf5dcf12d.png","ready","ready","【覚醒時】対戦相手のリーダー1体に20ダメージ。"
"BP01","BP01-134/100","CLUTCH!!!","attack","完全対応","low","manual_card_override","個別実装済みカードとして監査レポートへ反映 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-134","https://assets.xross-stars.com/card/BP01/BP01-134_acb96871038b22d946a9e9f0ceb6ef30.png","ready","ready","【アタックする】自分の手札のコスト0のカード1枚を公開し、捨ててもよい。そうしたならカードを1枚引き、ダメージ+40。"
"BP01","BP01-135/100","ロケットランチャー","attack","完全対応","low","manual_card_override","個別実装済みカードとして監査レポートへ反映 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-135","https://assets.xross-stars.com/card/BP01/BP01-135_29efd0c39a6fbf97237bcd7f5b8830ef.png","ready","ready","【アタックする】ダメージ+40。 / 【アタック後】対戦相手の他のリーダー1体に30ダメージ。"
"BP01","BP01-138/100","Never Fall","memoria","完全対応","low","play_draw_3","プレイ時3ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-138","https://assets.xross-stars.com/card/BP01/BP01-138_91faa9d67f30a24946d1f8ab56159ebc.png","ready","ready","【プレイ時】カードを3枚引く。"
"BP01","BP01-139/100","先導者の証","memoria","完全対応","low","play_turn_attack_buff_30","ターン中全体+30を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-139","https://assets.xross-stars.com/card/BP01/BP01-139_2d073c27b457384d2c8b59d0c410a6d2.png","ready","ready","【プレイ時】このターン、自分のリーダーすべての攻撃力を+30する。"
"BP01","BP01-140/100","勝利へのジャンプ","memoria","完全対応","low","play_all_damage_50","プレイ時の全体50ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-140","https://assets.xross-stars.com/card/BP01/BP01-140_76ad7bee85555d18504bc1c30400012f.png","ready","ready","【プレイ時】対戦相手のリーダーすべてに50ダメージ。"
"BP02","BP02-001/082","赤見かるび","leader","完全対応","low","leader_exact","覚醒時20回復を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-001","https://assets.xross-stars.com/card/BP02/BP02-001_04696a04e78c98fee8de79d101358673.png","ready","ready","【覚醒時】自分のリーダー1体を20回復する。"
"BP02","BP02-002/082","如月れん","leader","完全対応","low","leader_exact","覚醒時単体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-002","https://assets.xross-stars.com/card/BP02/BP02-002_2ca5b6c5205799d4b313bcb4f2d3d6ed.png","ready","ready","【覚醒時】対戦相手のリーダー1体に10ダメージ。"
"BP02","BP02-003/082","立川","leader","完全対応","low","leader_exact","覚醒時2ドロー2ディスカードを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-003","https://assets.xross-stars.com/card/BP02/BP02-003_f64a173e61fb70fc51a3dbe9216e70f2.png","ready","ready","【覚醒時】カードを2枚引き、手札を2枚捨てる。"
"BP02","BP02-004/082","蝶屋はなび","leader","完全対応","low","leader_exact","覚醒時1ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-004","https://assets.xross-stars.com/card/BP02/BP02-004_323f89458095a9102703f48b8997434a.png","ready","ready","【覚醒時】カードを1枚引く。"
"BP02","BP02-005/082","あれる","leader","完全対応","low","leader_exact","覚醒時単体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-005","https://assets.xross-stars.com/card/BP02/BP02-005_e74b2f9c6b7893ffa07455842b88b364.png","ready","ready","【覚醒時】対戦相手のリーダー1体に10ダメージ。"
"BP02","BP02-006/082","かずのこ","leader","完全対応","low","leader_exact","覚醒時1ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-006","https://assets.xross-stars.com/card/BP02/BP02-006_f5edca5b996969f7a3c7699f64ead644.png","ready","ready","【覚醒時】カードを1枚引く。"
"BP02","BP02-007/082","Shuto","leader","完全対応","low","leader_exact","覚醒時2ドロー2ディスカードを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-007","https://assets.xross-stars.com/card/BP02/BP02-007_6a1f2649a1dbb966e2f54007c788d3d9.png","ready","ready","【覚醒時】カードを2枚引き、手札を2枚捨てる。"
"BP02","BP02-008/082","トナカイト","leader","完全対応","low","leader_exact","覚醒時単体20ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-008","https://assets.xross-stars.com/card/BP02/BP02-008_c353f95765964dbc38f6111ced87a910.png","ready","ready","【覚醒時】対戦相手のリーダー1体に20ダメージ。"
"BP02","BP02-009/082","甘結もか","leader","完全対応","low","leader_exact","覚醒時単体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-009","https://assets.xross-stars.com/card/BP02/BP02-009_49c1af6b36b006af207f373d067a538a.png","ready","ready","【覚醒時】対戦相手のリーダー1体に10ダメージ。"
"BP02","BP02-010/082","神成きゅぴ","leader","完全対応","low","leader_exact","覚醒時全体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-010","https://assets.xross-stars.com/card/BP02/BP02-010_745065a198cf3be3a9553bb53102252e.png","ready","ready","【覚醒時】対戦相手のリーダーすべてに10ダメージ。"
"BP02","BP02-011/082","kinako","leader","完全対応","low","leader_exact","覚醒時単体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-011","https://assets.xross-stars.com/card/BP02/BP02-011_307541c5f5e3e899fa244985f51ee257.png","ready","ready","【覚醒時】対戦相手のリーダー1体に10ダメージ。"
"BP02","BP02-012/082","わいわい","leader","完全対応","low","leader_exact","覚醒時20回復を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-012","https://assets.xross-stars.com/card/BP02/BP02-012_0f566ef5c2041db6a061a45bab765de3.png","ready","ready","【覚醒時】自分のリーダー1体を20回復する。"
"BP02","BP02-013/082","天鬼ぷるる","leader","完全対応","low","leader_exact","覚醒時2ドロー2ディスカードを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-013","https://assets.xross-stars.com/card/BP02/BP02-013_21205d709b007b9754ebd17e6cde857b.png","ready","ready","【覚醒時】カードを2枚引き、手札を2枚捨てる。"
"BP02","BP02-014/082","どぐら","leader","完全対応","low","leader_exact","覚醒時全体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-014","https://assets.xross-stars.com/card/BP02/BP02-014_0c3cee1e00b8f4b5087fdf8f6103159e.png","ready","ready","【覚醒時】対戦相手のリーダーすべてに10ダメージ。"
"BP02","BP02-015/082","ボンちゃん","leader","完全対応","low","leader_exact","覚醒時1ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-015","https://assets.xross-stars.com/card/BP02/BP02-015_6c280da285da9f452d254494a1e2fa31.png","ready","ready","【覚醒時】カードを1枚引く。"
"BP02","BP02-016/082","八雲べに","leader","完全対応","low","leader_exact","覚醒時20回復を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-016","https://assets.xross-stars.com/card/BP02/BP02-016_4430b21c3d74af6d05b19e0d55fa84fc.png","ready","ready","【覚醒時】自分のリーダー1体を20回復する。"
"BP02","BP02-018/082","サイコフォートレス","attack","完全対応","low","attack_awakened_bonus","覚醒条件のダメージ補正を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-018","https://assets.xross-stars.com/card/BP02/BP02-018_23057ad1a83cdd3e14bba767563578dc.png","ready","ready","【アタックする】アタッカーが覚醒しているなら、ダメージ+10。"
"BP02","BP02-019/082","エトワール・タチカワ","attack","完全対応","low","attack_all_other_20","アタック後の他リーダー全体20ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-019","https://assets.xross-stars.com/card/BP02/BP02-019_a6c8a463ff9992e92310663e67c2ed4c.png","ready","ready","【アタックする】 / 【アタック後】対戦相手の他のリーダーすべてに20ダメージ。"
"BP02","BP02-021/082","うっかりアッパー","attack","完全対応","low","attack_marker+attack_post_conditional","アタック宣言マーカーを実装済み / プレイエリアにメモリアカードが2枚以上あるなら、 に対応したアタック後処理を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-021","https://assets.xross-stars.com/card/BP02/BP02-021_63f00dafae7ffb326fa4394bce4d6bc8.png","ready","ready","【アタックする】 / 【アタック後】プレイエリアにメモリアカードが2枚以上あるなら、対戦相手の他のリーダー1体に20ダメージ。"
"BP02","BP02-022/082","油断大敵","attack","完全対応","low","attack_flat_damage","アタック時の固定ダメージ補正を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-022","https://assets.xross-stars.com/card/BP02/BP02-022_df5757c01d453b1081779ab8fa5da8b8.png","ready","ready","【アタックする】ダメージ+10。"
"BP02","BP02-023/082","圧倒的わたし！！","attack","完全対応","low","attack_target_down_draw_1","対象ダウン条件つき1ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-023","https://assets.xross-stars.com/card/BP02/BP02-023_10e5e2d004a04babb34903532732f2ce.png","ready","ready","【アタックする】 / 【アタック後】このアタックを受けたリーダーがダウンしているなら、カードを1枚引く。"
"BP02","BP02-026/082","ドレッドフォーム","attack","完全対応","low","attack_other_leader_10","アタック後の他リーダー単体10ダメージ選択を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-026","https://assets.xross-stars.com/card/BP02/BP02-026_0f8e88fcdabfc3e2f64a8cf6dde97709.png","ready","ready","【アタックする】 / 【アタック後】対戦相手の他のリーダー1体に10ダメージ。"
"BP02","BP02-027/082","不撓不屈","attack","完全対応","low","attack_reveal_top_bonus","相手デッキ公開による条件ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/5-027","https://assets.xross-stars.com/card/BP02/BP02-027_fa4f0c18d680153b764afd47478b6820.png","ready","ready","【アタックする】対戦相手のデッキの上から1枚を公開し、トラッシュに置く。そのカードがメモリアカードなら、ダメージ+20。"
